mq,mq_start,time_rel,velocity,velocity_processed
0,0,3.15,-0.5079876892139414,0.0
0,0,3.2,-0.3301740163325408,0.0
0,0,3.25,-0.5811393527580534,0.0
0,0,3.3,-0.10378555681598159,0.0
0,0,3.35,-0.3837701854294498,0.0
0,0,3.4,-0.5926971512208736,0.0
0,0,3.45,-0.9938186017083754,0.0
0,0,3.5,-1.3013889704694126,0.0
0,0,3.55,-0.2648098823470888,0.0
0,0,3.6,-1.0333125994306638,0.0
0,0,3.65,-0.9362144101566603,0.0
0,0,3.7,-0.806711084551556,0.0
0,0,3.75,-0.9618682890326299,0.0
0,0,3.8,0.9242849007155545,0.0
0,0,3.85,0.7519265695170267,0.0
0,0,3.9,0.2245931793338029,0.0
0,0,3.95,0.25942202074296655,0.0
0,0,4.0,-0.0972897640658927,0.0
0,0,4.05,0.4576759297125591,0.0
0,0,4.1,0.24623368534133278,0.0
0,0,4.15,-0.5612759096552077,0.0
0,0,4.2,-0.00906311036163475,0.0
0,0,4.25,0.228884659068549,0.0
0,0,4.3,-1.5454706015387334,0.0
0,0,4.35,-2.2241473126941234,0.0
0,0,4.4,-1.216697179824443,0.0
0,0,4.45,-0.6846832815302052,0.0
0,0,4.5,-0.8531356960060915,0.0
0,0,4.55,-1.0285053631754153,0.0
0,0,4.6,0.4232278437411819,0.0
0,0,4.65,0.10606860407037665,0.0
0,0,4.7,-1.098166929013798,0.0
0,0,4.75,0.9162033815974829,0.0
0,0,4.8,0.45791298154395077,0.0
0,0,4.85,0.06859567313704823,0.0
0,0,4.9,1.2430915283702164,0.0
0,0,4.95,0.024098268885343027,0.0
0,0,5.0,3.265174460591784,0.0
0,0,5.05,3.999727960389304,0.0
0,0,5.1,0.36544271110139515,0.0
0,0,5.15,0.47141588412966656,0.0
0,0,5.2,-1.7528585384502058,0.0
0,0,5.25,-0.28740406973502697,0.0
0,0,5.3,3.183119828010181,0.0
0,0,5.35,-0.35337553782500014,0.0
0,0,5.4,-1.0163805054636206,0.0
0,0,5.45,0.9118138650493216,0.0
0,0,5.5,0.247738128707844,0.0
0,0,5.55,-1.305516396026326,0.0
0,0,5.6,-0.8599853386138346,0.0
0,0,5.65,0.019844661712822623,0.0
0,0,5.7,-1.1350140156515118,0.0
0,0,5.75,1.378553013485397,0.0
0,0,5.8,3.915693126023473,0.0
0,0,5.85,1.8715973217435502,0.0
0,0,5.9,0.017167182187398253,0.0
0,0,5.95,0.28087100199117415,0.0
0,0,6.0,2.6355177351346666,0.0
0,0,6.05,2.472860810926982,0.0
0,0,6.1,2.16511396344032,0.0
0,0,6.15,4.806976354333204,0.0
0,0,6.2,2.0897506393720624,0.0
0,0,6.25,0.6669357492867292,0.0
0,0,6.3,4.074841118978215,0.0
0,0,6.35,4.062053015059672,0.0
0,0,6.4,1.076276913551319,0.0
0,0,6.45,-2.6982538022161338,0.0
0,0,6.5,0.16491941034102098,0.0
0,0,6.55,1.3617443827758382,0.0
0,0,6.6,0.410333152524288,0.0
0,0,6.65,3.6163327544291937,0.0
0,0,6.7,0.9199199268013519,0.0
0,0,6.75,2.453019454502994,0.0
0,0,6.8,4.372913411448014,0.0
0,0,6.85,2.695548465287994,0.0
0,0,6.9,5.201514972716243,0.0
0,0,6.95,2.1440155944269437,0.0
0,0,7.0,4.2581269678840625,0.0
0,0,7.05,7.809177097495752,0.0
0,0,7.1,2.696693665368288,0.0
0,0,7.15,3.2990725407207475,0.0
0,0,7.2,4.77875895571916,0.0
0,0,7.25,3.192149189997445,0.0
0,0,7.3,2.6434696362457935,0.0
0,0,7.35,3.972510899628663,0.0
0,0,7.4,3.417746715394525,0.0
0,0,7.45,-0.4253214930613694,0.0
0,0,7.5,1.3289534253334228,0.0
0,0,7.55,0.08542052548220563,0.0
0,0,7.6,-0.446329445393681,0.0
0,0,7.65,6.327166068775171,0.0
0,0,7.7,1.8280505830145521,0.0
0,0,7.75,-0.9093613372211252,0.0
0,0,7.8,8.462709602999901,0.0
0,0,7.85,7.6608676394629756,0.0
0,0,7.9,2.9445900772008895,0.0
0,0,7.95,9.468599242772402,0.0
0,0,8.0,12.748402500256683,0.0
0,0,8.05,8.270706949750013,0.0
0,0,8.1,6.926394191091269,0.0
0,0,8.15,6.277612766312015,0.0
0,0,8.2,3.152595199445339,0.0
0,0,8.25,1.3216214640633097,0.0
0,0,8.3,9.138339509846173,0.0
0,0,8.35,9.624020319397049,0.0
0,0,8.4,-2.5004133460749047,0.0
0,0,8.45,1.2461654327111569,0.0
0,0,8.5,4.419514623177467,0.0
0,0,8.55,1.537191617272042,0.0
0,0,8.6,4.650153348961138,0.0
0,0,8.65,3.746697782776669,0.0
0,0,8.7,2.822412308214691,0.0
0,0,8.75,5.35678556591346,0.0
0,0,8.8,8.508635303280357,0.0
0,0,8.85,9.309899220683851,0.0
0,0,8.9,4.520441327655443,0.0
0,0,8.95,4.566771417955215,0.0
0,0,9.0,12.982754987350686,0.0
0,0,9.05,6.292154748255107,0.0
0,0,9.1,3.3573270742000827,0.0
0,0,9.15,13.237941810660798,0.0
0,0,9.2,7.862413837431483,0.0
0,0,9.25,7.941281462962839,0.0
0,0,9.3,9.426536010803382,0.0
0,0,9.35,2.576132026806935,0.0
0,0,9.4,1.3246669828874167,0.0
0,0,9.45,-5.749134922616204,0.0
0,0,9.5,-3.694615288835156,0.0
0,0,9.55,1.1938146613425755,0.0
0,0,9.6,0.208134930897901,0.0
0,0,9.65,10.25767248440897,0.0
0,0,9.7,4.266762250560815,0.0
0,0,9.75,-3.037369474842494,0.0
0,0,9.8,5.379536457350915,0.0
0,0,9.85,4.558390438791025,0.0
0,0,9.9,2.6663960338658184,0.0
0,0,9.95,5.172842831630203,0.0
0,0,10.0,7.5470883283872015,0.0
0,0,10.05,11.230350284770747,0.0
0,0,10.1,10.055480236968148,0.0
0,0,10.15,5.543032601417455,0.0
0,0,10.2,7.263961477361624,0.0
0,0,10.25,4.515103032692158,0.0
0,0,10.3,0.9582481309511932,0.0
0,0,10.35,-0.3722999840584149,0.0
0,0,10.4,-5.965621030350134,0.0
0,0,10.45,-2.7170391195915515,0.0
0,0,10.5,-0.9787975488184466,0.0
0,0,10.55,0.9884600015771375,0.0
0,0,10.6,2.391693251164511,0.0
0,0,10.65,-0.409073876096075,0.0
0,0,10.7,2.8343640199077007,0.0
0,0,10.75,0.3976814291659688,0.0
0,0,10.8,-3.5278277225484427,0.0
0,0,10.85,-4.602970240750311,0.0
0,0,10.9,0.39939947857985786,0.0
0,0,10.95,3.579451768494773,0.0
0,0,11.0,5.744326964544825,0.0
0,0,11.05,10.531759688153748,0.0
0,0,11.1,-0.03354755658358895,0.0
0,0,11.15,-1.7900725624069083,0.0
0,0,11.2,0.6227686030498377,0.0
0,0,11.25,-5.167506492644012,0.0
0,0,11.3,0.8514937701325351,0.0
0,0,11.35,-7.2961394254711625,0.0
0,0,11.4,-14.66261234503251,0.0
0,0,11.45,1.783296299626627,0.0
0,0,11.5,-3.5401929052323404,0.0
0,0,11.55,-13.156786433544973,0.0
0,0,11.6,-8.787101455286143,0.0
0,0,11.65,-15.03444037872603,0.0
0,0,11.7,-10.607799787691079,0.0
0,0,11.75,-6.834254147736912,0.0
0,0,11.8,-5.918220436900951,0.0
0,0,11.85,4.076590882793979,0.0
0,0,11.9,-0.3388244124446813,0.0
0,0,11.95,3.3862900702479393,0.0
0,0,12.0,12.932593968044618,0.0
0,0,12.05,0.6531632717867353,0.0
0,0,12.1,-15.6287569381768,0.0
0,0,12.15,-13.442296949300708,0.0
0,0,12.2,0.9156246294807109,0.0
0,0,12.25,-7.406180288160509,0.0
0,0,12.3,-15.064621125214781,0.0
0,0,12.35,-3.5627738896040038,0.0
0,0,12.4,-17.952585211531872,0.0
0,0,12.45,-17.818854945193483,0.0
0,0,12.5,-3.112464901979797,0.0
0,0,12.55,-19.98647344897724,0.0
0,0,12.6,-11.101681061776528,0.0
0,0,12.65,-0.9859960608788093,0.0
0,0,12.7,-8.214141858944293,0.0
0,0,12.75,2.3469785929866522,0.0
0,0,12.8,-9.463921778348658,0.0
0,0,12.85,-16.620919023838162,0.0
0,0,12.9,-0.755120096957639,0.0
0,0,12.95,2.9722809290660313,0.0
0,0,13.0,-1.9311012479737297,0.0
0,0,13.05,-4.862206018998839,0.0
0,0,13.1,2.4350555697117384,0.0
0,0,13.15,-4.641286919073053,0.0
0,0,13.2,-6.460877904044213,0.0
0,0,13.25,-2.317317215603138,0.0
0,0,13.3,-31.56942370296314,0.0
0,0,13.35,-29.053428133253966,0.0
0,0,13.4,-3.2925645132096597,0.0
0,0,13.45,-19.917940154497447,0.0
0,0,13.5,-30.263623506285644,0.0
0,0,13.55,-13.33656211934398,0.0
0,0,13.6,-11.23332625518132,0.0
0,0,13.65,-11.941311865430485,0.0
0,0,13.7,-10.434948277585528,0.0
0,0,13.75,-28.401509414858733,0.0
0,0,13.8,-29.551928193911422,0.0
0,0,13.85,-13.238360005804982,0.0
0,0,13.9,-4.207264946158503,0.0
0,0,13.95,-0.3053758952913528,0.0
0,0,14.0,6.61377217152895,0.0
0,0,14.05,1.340965494010597,0.0
0,0,14.1,-16.352149501292494,0.0
0,0,14.15,-2.011201696397794,0.0
0,0,14.2,-2.704237335279646,0.0
0,0,14.25,-20.070493004056953,0.0
0,0,14.3,-20.539577399480233,0.0
0,0,14.35,-21.701533331425047,0.0
0,0,14.4,-15.257089270802302,0.0
0,0,14.45,-23.01836483509519,0.0
0,0,14.5,-24.562729337999667,0.0
0,0,14.55,-13.78398646378012,0.0
0,0,14.6,-11.03320030393892,0.0
0,0,14.65,-18.594958297032917,0.0
0,0,14.7,-24.45058983509862,0.0
0,0,14.75,-13.770055164571502,0.0
0,0,14.8,-18.211654905233765,0.0
0,0,14.85,-11.019153894319912,0.0
0,0,14.9,5.438670402533858,0.0
0,0,14.95,0.29380460619098153,0.0
0,0,15.0,-0.4525235470261006,0.0
0,0,15.05,0.6605556577716574,0.0
0,0,15.1,-14.744422348121715,0.0
0,0,15.15,-26.92273658384812,0.0
0,0,15.2,-1.2434302547440963,0.0
0,0,15.25,-0.4914741157294877,0.0
0,0,15.3,-28.160433294840523,0.0
0,0,15.35,-15.959747921392571,0.0
0,0,15.4,-4.011491031973382,0.0
0,0,15.45,-5.991651311463152,0.0
0,0,15.5,-17.810686989001226,0.0
0,0,15.55,-29.36306908076394,0.0
0,0,15.6,-25.954662686151288,0.0
0,0,15.65,-22.10885055597547,0.0
0,0,15.7,-16.214162232535276,0.0
0,0,15.75,-22.35713248798193,0.0
0,0,15.8,-13.154166917926213,0.0
0,0,15.85,-5.075680368413773,0.0
0,0,15.9,-6.7473369363810525,0.0
0,0,15.95,1.4512690907687307,0.0
0,0,16.0,-11.799034317228676,0.0
0,0,16.05,-21.85690234882792,0.0
0,0,16.1,-19.88353946941337,0.0
0,0,16.15,-9.056233195519642,0.0
0,0,16.2,-20.52281440819739,0.0
0,0,16.25,-20.633430165046697,0.0
0,0,16.3,0.6095149110065371,0.0
0,0,16.35,-30.298229183066248,0.0
0,0,16.4,-22.260235047366606,0.0
0,0,16.45,-16.30795362004805,0.0
0,0,16.5,-43.41061386553364,0.0
0,0,16.55,-13.41760375128344,0.0
0,0,16.6,-16.13043968920141,0.0
0,0,16.65,-40.981145914876734,0.0
0,0,16.7,-19.41248461721476,0.0
0,0,16.75,-2.990085829415172,0.0
0,0,16.8,-22.75574669417855,0.0
0,0,16.85,-26.479507505951766,0.0
0,0,16.9,-8.036365632713359,0.0
0,0,16.95,-13.544443415758105,0.0
0,0,17.0,-9.040930981388712,0.0
0,0,17.05,-5.413211215136218,0.0
0,0,17.1,5.63816116365878,0.0
0,0,17.15,13.082171779413057,0.0
0,0,17.2,-21.35880686866182,0.0
0,0,17.25,-22.870109084018416,0.0
0,0,17.3,-27.217724368911377,0.0
0,0,17.35,-43.422306030059985,0.0
0,0,17.4,-21.784410493214942,0.0
0,0,17.45,-29.52412065510388,0.0
0,0,17.5,-42.60551511620154,0.0
0,0,17.55,-11.9943533547073,0.0
0,0,17.6,-9.15364003255405,0.0
0,0,17.65,-35.92067454923188,0.0
0,0,17.7,-29.745001441179802,0.0
0,0,17.75,-13.709230056718836,0.0
0,0,17.8,0.993577434491275,0.0
0,0,17.85,0.0021647750029610826,0.0
0,0,17.9,-8.945614324395764,0.0
0,0,17.95,3.9798354723997815,0.0
0,0,18.0,1.4849666331988876,0.0
0,0,18.05,2.4911304417819933,0.0
0,0,18.1,7.044205295423542,0.0
0,0,18.15,-8.161659163853631,0.0
0,0,18.2,-7.693902408279775,0.0
0,0,18.25,-14.902051987599174,0.0
0,0,18.3,-24.742403120024168,0.0
0,0,18.35,-7.297522335834261,0.0
0,0,18.4,-5.261186983528119,0.0
0,0,18.45,-16.22616038794869,0.0
0,0,18.5,-0.09043137670841582,0.0
0,0,18.55,-2.7235371567764735,0.0
0,0,18.6,-22.779260350587265,0.0
0,0,18.65,-10.173277087667177,0.0
0,0,18.7,-16.60231029778838,0.0
0,0,18.75,-13.474645127343255,0.0
0,0,18.8,21.840108822956008,0.0
0,0,18.85,16.001393273744117,0.0
0,0,18.9,-2.8542729995791705,0.0
0,0,18.95,-3.415724067991639,0.0
0,0,19.0,15.083843167251263,0.0
0,0,19.05,14.042821088331891,0.0
0,0,19.1,6.953174820638609,0.0
0,0,19.15,20.2031876054931,0.0
0,0,19.2,16.401307758185144,0.0
0,0,19.25,15.90249516775428,0.0
0,0,19.3,-13.046771478389973,0.0
0,0,19.35,-27.66345634873874,0.0
0,0,19.4,-3.6078213089070443,0.0
0,0,19.45,-6.4507796821192,0.0
0,0,19.5,5.978329830238678,0.0
0,0,19.55,4.856219420305312,0.0
0,0,19.6,2.0130900108260636,0.0
0,0,19.65,13.471427079193838,0.0
0,0,19.7,-4.31330732567006,0.0
0,0,19.75,14.134500216517397,0.0
0,0,19.8,19.97347070366121,0.0
0,0,19.85,-13.109052901373826,0.0
0,0,19.9,13.101577573046,0.0
0,0,19.95,54.73851792427859,0.0
0,0,20.0,33.17480130258505,0.0
0,0,20.05,1.4189174680285026,0.0
0,0,20.1,10.300755760755555,0.0
0,0,20.15,24.00262462410908,0.0
0,0,20.2,39.59287068060909,0.0
0,0,20.25,16.974387507004316,0.0
0,0,20.3,9.816189995518833,0.0
0,0,20.35,46.62771046587394,0.0
0,0,20.4,13.50052828301452,0.0
0,0,20.45,-9.537579678124343,0.0
0,0,20.5,2.609295264608288,0.0
0,0,20.55,-7.174957992487777,0.0
0,0,20.6,14.270962300864799,0.0
0,0,20.65,24.165125473279737,0.0
0,0,20.7,24.24004931243244,0.0
0,0,20.75,54.0779836029293,0.0
0,0,20.8,38.69972182076793,0.0
0,0,20.85,7.607771317271639,0.0
0,0,20.9,37.06662510578169,0.0
0,0,20.95,34.66893265806483,0.0
0,0,21.0,30.992879312227473,0.0
0,0,21.05,65.25619836960041,0.0
0,0,21.1,48.32361010642636,0.0
0,0,21.15,43.379318708281254,0.0
0,0,21.2,39.67927874334865,0.0
0,0,21.25,16.719271705939732,0.0
0,0,21.3,10.975896538276263,0.0
0,0,21.35,-8.357363173929443,0.0
0,0,21.4,16.85641899049262,0.0
0,0,21.45,48.07851934097244,0.0
0,0,21.5,26.069554572125664,0.0
0,0,21.55,40.52477181206067,0.0
0,0,21.6,54.41546666376839,0.0
0,0,21.65,21.687184143139802,0.0
0,0,21.7,14.487567824023344,0.0
0,0,21.75,44.974526917797164,0.0
0,0,21.8,57.72244222112747,0.0
0,0,21.85,38.5758185034849,0.0
0,0,21.9,47.37197528290425,0.0
0,0,21.95,64.26387653040189,0.0
0,0,22.0,46.972654415591975,0.0
0,0,22.05,55.872717708530075,0.0
0,0,22.1,39.80039918823442,0.0
0,0,22.15,17.524080650568887,0.0
0,0,22.2,54.99173634850955,0.0
0,0,22.25,52.417043448237344,0.0
0,0,22.3,40.92713753154482,0.0
0,0,22.35,43.09868746933404,0.0
0,0,22.4,11.542534007206916,0.0
0,0,22.45,14.329339865034516,0.0
0,0,22.5,33.06203327995382,0.0
0,0,22.55,29.67562922961484,0.0
0,0,22.6,26.965512176341555,0.0
0,0,22.65,38.211807551504236,0.0
0,0,22.7,50.22263453134554,0.0
0,0,22.75,44.735268019863916,0.0
0,0,22.8,52.60363926493228,0.0
0,0,22.85,37.19696334514245,0.0
0,0,22.9,35.166088627234586,0.0
0,0,22.95,60.836207417654975,0.0
0,0,23.0,35.34331706700773,0.0
0,0,23.05,53.29526261515867,0.0
0,0,23.1,94.27415802252217,0.0
0,0,23.15,70.09462273125695,0.0
0,0,23.2,49.38325273842322,0.0
0,0,23.25,53.1197069573642,0.0
0,0,23.3,44.56118370271218,0.0
0,0,23.35,14.166078647721427,0.0
0,0,23.4,-0.3710916976582762,0.0
0,0,23.45,18.60318862337254,0.0
0,0,23.5,41.338845900842564,0.0
0,0,23.55,45.10831913874433,0.0
0,0,23.6,33.440780717686835,0.0
0,0,23.65,7.690814286851152,0.0
0,0,23.7,16.578834159084888,0.0
0,0,23.75,53.699473117137416,0.0
0,0,23.8,35.97959627288538,0.0
0,0,23.85,27.860316699116744,0.0
0,0,23.9,55.57765217863297,0.0
0,0,23.95,66.19956942594426,0.0
0,0,24.0,54.33622664816697,0.0
0,0,24.05,53.70924379384764,0.0
0,0,24.1,55.34318742756676,0.0
0,0,24.15,20.652797058775572,0.0
0,0,24.2,7.035539740091863,0.0
0,0,24.25,28.340497785201446,0.0
0,0,24.3,34.49951139718632,0.0
0,0,24.35,-0.5875680066095594,0.0
0,0,24.4,0.16677195374013615,0.0
0,0,24.45,19.358221708991692,0.0
0,0,24.5,-14.4815747948079,0.0
0,0,24.55,7.853788134586108,0.0
0,0,24.6,20.23899889356403,0.0
0,0,24.65,17.17461278069777,0.0
0,0,24.7,59.174067577120475,0.0
0,0,24.75,14.896807423032055,0.0
0,0,24.8,-3.819459137032397,0.0
0,0,24.85,25.901652550811377,0.0
0,0,24.9,19.674927821277407,0.0
0,0,24.95,57.44877439349838,0.0
0,0,25.0,49.68841161820645,0.0
0,0,25.05,46.63082000931432,0.0
0,0,25.1,56.224048291940505,0.0
0,0,25.15,-5.54316336143264,0.0
0,0,25.2,2.3849334634487884,0.0
0,0,25.25,23.098463745402086,0.0
0,0,25.3,1.575049837680008,0.0
0,0,25.35,-8.837532946403051,0.0
0,0,25.4,-19.295506485066802,0.0
0,0,25.45,14.414471484968525,0.0
0,0,25.5,-9.733666602102884,0.0
0,0,25.55,-38.02219346098331,0.0
0,0,25.6,29.037187898489893,0.0
0,0,25.65,14.493838492613468,0.0
0,0,25.7,-3.361181539794926,0.0
0,0,25.75,34.0729013519088,0.0
0,0,25.8,10.472384381351866,0.0
0,0,25.85,-3.4156886444627195,0.0
0,0,25.9,10.493355857937948,0.0
0,0,25.95,35.952445059651055,0.0
0,0,26.0,45.06306762361537,0.0
0,0,26.05,20.41508651127348,0.0
0,0,26.1,27.05234798793602,0.0
0,0,26.15,33.71586527059529,0.0
0,0,26.2,35.43012711310159,0.0
0,0,26.25,-11.039744774618717,0.0
0,0,26.3,-50.200496396194154,0.0
0,0,26.35,-11.939989369178265,0.0
0,0,26.4,-8.631591953274032,0.0
0,0,26.45,-12.84654696222896,0.0
0,0,26.5,-25.467361644187754,0.0
0,0,26.55,-20.4839889389171,0.0
0,0,26.6,-15.481304457299963,0.0
0,0,26.65,-34.08492611259617,0.0
0,0,26.7,1.3443272072970818,0.0
0,0,26.75,-3.746279814495391,0.0
0,0,26.8,-13.098268757678651,0.0
0,0,26.85,-4.633388292119198,0.0
0,0,26.9,-1.247021442791773,0.0
0,0,26.95,16.655580494669856,0.0
0,0,27.0,-7.257833493740383,0.0
0,0,27.05,10.698615585828037,0.0
0,0,27.1,38.15486109980575,0.0
0,0,27.15,21.884197347918818,0.0
0,0,27.2,11.581286507905531,0.0
0,0,27.25,-26.352408336945107,0.0
0,0,27.3,-31.593048179288047,0.0
0,0,27.35,-33.390174977846605,0.0
0,0,27.4,-64.66453414901895,0.0
0,0,27.45,-17.030923182526706,0.0
0,0,27.5,-15.332169937849448,0.0
0,0,27.55,-24.953457991040292,0.0
0,0,27.6,11.645850403033991,0.0
0,0,27.65,-53.03333589019612,0.0
0,0,27.7,-39.123555087697184,0.0
0,0,27.75,7.282700167938502,0.0
0,0,27.8,-51.574179715011134,0.0
0,0,27.85,-11.195144137204165,0.0
0,0,27.9,47.8219371687922,0.0
0,0,27.95,8.164434225451336,0.0
0,0,28.0,-10.401009960926826,0.0
0,0,28.05,-17.513557246440648,0.0
0,0,28.1,-29.082727196233122,0.0
0,0,28.15,-29.140102906831466,0.0
0,0,28.2,-38.98339755001751,0.0
0,0,28.25,-30.14524251187516,0.0
0,0,28.3,-28.41861395102907,0.0
0,0,28.35,-44.5607924508355,0.0
0,0,28.4,-32.10905256089573,0.0
0,0,28.45,-40.236777941102986,0.0
0,0,28.5,-78.01316441444091,0.0
0,0,28.55,-76.34204951849186,0.0
0,0,28.6,-58.458587447515995,0.0
0,0,28.65,-58.55561146682866,0.0
0,0,28.7,-50.52551511409869,0.0
0,0,28.75,-37.04622678332683,0.0
0,0,28.8,-63.371560564796944,0.0
0,0,28.85,-74.35478221703978,0.0
0,0,28.9,-27.251165642397957,0.0
0,0,28.95,-37.30398891104601,0.0
0,0,29.0,-66.50637186568275,0.0
0,0,29.05,-63.87410106110117,0.0
0,0,29.1,-46.62491427715939,0.0
0,0,29.15,-27.50000253927055,0.0
0,0,29.2,-73.32451694061332,0.0
0,0,29.25,-79.85105636995178,0.0
0,0,29.3,-85.47592314148108,0.0
0,0,29.35,-137.07030785172233,0.0
0,0,29.4,-109.65080899247116,0.0
0,0,29.45,-107.03943859225494,0.0
0,0,29.5,-108.11073347533954,0.0
0,0,29.55,-92.55472328629492,0.0
0,0,29.6,-150.95637251982782,0.0
0,0,29.65,-85.4016616561332,0.0
0,0,29.7,-30.81104560268718,0.0
0,0,29.75,-114.41635087535288,0.0
0,0,29.8,-73.66883215578308,0.0
0,0,29.85,-70.97796306306181,0.0
0,0,29.9,-128.8424669971235,0.0
0,0,29.95,-88.89527920726745,0.0
0,0,30.0,-75.0030512546203,0.0
0,0,30.05,-75.10263841478064,0.0
0,0,30.1,-87.37056255906184,0.0
0,0,30.15,-91.23127667978602,0.0
0,0,30.2,-91.34690956984429,0.0
0,0,30.25,-113.06435476421888,0.0
0,0,30.3,-132.00797635032836,0.0
0,0,30.35,-147.22661169495112,0.0
0,0,30.4,-123.84100727376672,0.0
0,0,30.45,-143.7975497030812,0.0
0,0,30.5,-143.019397606836,0.0
0,0,30.55,-126.16696019430019,0.0
0,0,30.6,-153.75579587468724,0.0
0,0,30.65,-143.50740832098103,0.0
0,0,30.7,-150.30562580703378,0.0
0,0,30.75,-141.9279207269781,0.0
0,0,30.8,-143.03383096341793,0.0
0,0,30.85,-124.16602843698789,0.0
0,0,30.9,-75.74445752470213,0.0
0,0,30.95,-116.81145737777378,0.0
0,0,31.0,-91.18071213125968,0.0
0,0,31.05,-75.0482809118491,0.0
0,0,31.1,-149.68156854668902,0.0
0,0,31.15,-128.78825412261494,0.0
0,0,31.2,-124.13281370776818,0.0
0,0,31.25,-164.51301743733362,0.0
0,0,31.3,-120.54798846705992,0.0
0,0,31.35,-145.63276763708222,0.0
0,0,31.4,-186.13659008567586,0.0
0,0,31.45,-138.22095357203392,0.0
0,0,31.5,-186.48715111751,0.0
0,0,31.55,-164.4995883670075,0.0
0,0,31.6,-108.72210728614372,0.0
0,0,31.65,-181.20964174309879,0.0
0,0,31.7,-160.12249271516566,0.0
0,0,31.75,-152.53278808790014,0.0
0,0,31.8,-143.96167725178418,0.0
0,0,31.85,-105.35958541897921,0.0
0,0,31.9,-140.34006879748546,0.0
0,0,31.95,-110.39964063014018,0.0
0,0,32.0,-116.32057301839099,0.0
0,0,32.05,-117.39312604410607,0.0
0,0,32.1,-94.16688630834614,0.0
0,0,32.15,-133.15695276277378,0.0
0,0,32.2,-104.06536497640424,0.0
0,0,32.25,-143.11696138215808,0.0
0,0,32.3,-179.2984452623703,0.0
0,0,32.35,-137.492120675821,0.0
0,0,32.4,-174.69310423929,0.0
0,0,32.45,-180.685739890832,0.0
0,0,32.5,-155.40627266135309,0.0
0,0,32.55,-153.5658484773105,0.0
0,0,32.6,-140.95545269730772,0.0
0,0,32.65,-170.4395126264968,0.0
0,0,32.7,-200.9392758448783,0.0
0,0,32.75,-118.70875097081861,0.0
0,0,32.8,-74.6416728503021,0.0
0,0,32.85,-113.97048659435161,0.0
0,0,32.9,-99.31604663121135,0.0
0,0,32.95,-118.06256458489152,0.0
0,0,33.0,-116.17646691943027,0.0
0,0,33.05,-86.73425633505029,0.0
0,0,33.1,-121.25560176533335,0.0
0,0,33.15,-117.39436273283951,0.0
0,0,33.2,-110.5709064817613,0.0
0,0,33.25,-157.97721974640652,0.0
0,0,33.3,-153.13848448921007,0.0
0,0,33.35,-107.82015401590691,0.0
0,0,33.4,-141.46651989654544,0.0
